name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake+AF8-prompt,intake1,intake2,hotline+AF8-prompt,hotline1,hotline2,website,dir+AF8-prefix,dir+AF8-first,dir+AF8-mi,dir+AF8-last,dir+AF8-suffix,dir+AF8-title,dir+AF8-phone,dir+AF8-fax,dir+AF8-email,mail+AF8-street1,mail+AF8-street2,mail+AF8-city,mail+AF8-state,mail+AF8-zip,mail+AF8-zip4,latitude,longitude,type+AF8-facility,last+AF8-update,adlt,chld,snr,yad,act,cdm,cm,coot,dec,es,fpsy,hs,icm,imr,ipc,lad,nrt,nsc,peer,prs,semp,sh,sps,stu,tcc,tpc,vrs,cit,wi,bmo,du,duo,mo,ih,lmg,osg,sma,tbg,vamc,fem,male,atr,clf,cmhg,csbg,ihs,mc,md,mi,np,osf,pi,scjj,sef,sf,si,smha,swfs,vaf,ghf,mhf,mhsaf,saf,pa,ss,cmhc,ct,hi,hid,hit,msnh,od,odt,oit,omb,omh,op,ores,ort,ph,psy,rd,res,rl,rs,rtca,rtcc,ad,adm,alz,bc,cj,co,dv,gl,hv,mf,mn,ped,ptsd,pw,se,sed,smi,tay,tbi,trma,vet,wn,xa,ah,fx,nx,sp,smon,smop,smpd,at,bmt,cbt,cft,dbt,ect,gt,idd,ipt,ptm,tele,tt,bu,dm,dt,hh,mh,mm,nxn,otpa,sa,vtrl
Cumberland County Guidance Center,Screening and Screening Outreach Servs,333 Irving Avenue,,Bridgeton,NJ,08302,,Cumberland,856+AC0-455+AC0-5555,Intake,856+AC0-455+AC0-5555,,,,,ccgcnj.org,,Elvira,,Smith,,,,,,,,,,,,39.436033,+AC0-75.219268,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,1,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,
Twin Oaks Community Services,Harveys Haven Crisis House,22 East Ormond Avenue,,Cherry Hill,NJ,08034,,Camden,856+AC0-427+AC0-6584,Intake,856+AC0-427+AC0-6584,,,,,,,Patricia,L,Smith,,,,,,,,,,,,39.916908,+AC0-75.004863,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,1,1,1,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,
Rutgers/UBHC,APS,671 Hoes Lane,,Piscataway,NJ,08855,,Middlesex,732+AC0-235+AC0-5700,Intake,732+AC0-235+AC0-5700,,,,,,,Greg,,Fitzpatrick,,,,,,,,,,,,40.531141,+AC0-74.468459,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,,,,1,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,1,,,1,1,,,,1,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,,1,,1,,1,1,,,,1,,,,1,,,1,1,,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,
Twin Oaks Community Services,Outpatient Medication Only Clinic,770 Woodlane Road,Suite 13,Mount Holly,NJ,08060,,Burlington,609+AC0-265+AC0-2040,Intakes,609+AC0-265+AC0-2040,609+AC0-702+AC0-0625,,,,,,Charles,,Graham,,,,,,,,,,,,40.0119,+AC0-74.8098,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,1,,,,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,
Saint Josephs Hospital and Medical Ctr,ACCESS,1 East 35th Street,,Paterson,NJ,07514,,Passaic,973+AC0-881+AC0-8411,Intake,973+AC0-881+AC0-8411,,,,,,,Henry,,Kowal,,,,,,,,,,,,40.922323,+AC0-74.139111,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,
New Essecare of New Jersey,,20 Main Street,,Orange,NJ,07050,,Essex,973+AC0-414+AC0-0091,Intake,973+AC0-414+AC0-0091,,,,,,,Cecilia,A,Horner,,,,,,,,,,,,40.767633,+AC0-74.22166,MH,7/10/2015 9:43:37,1,,1,1,,,1,1,1,,,,,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,1,,,,,
Atlanticare Behavioral Health Services,,12 North Providence Avenue,,Atlantic City,NJ,08401,,Atlantic,609+AC0-348+AC0-1468+AC0-355,Intakes,609+AC0-348+AC0-1468+AC0-355,609+AC0-646+AC0-9159,,,,www.atlanticare.org,,Veronica,,Moeller,,,,,,,,,,,,39.353219,+AC0-74.453705,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,,,1,,,,,
Archway Programs,,280 Jackson Road,,Atco,NJ,08004,,Camden,856+AC0-767+AC0-5757,Intake,856+AC0-582+AC0-3900,,,,,http://www.archwayprograms.org/,Dr,Marge, ,Conner+AC0-Levin,,,,,,,,,,,,39.781184,+AC0-74.890838,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,1,,,,,,,1,,,,,
Ramapo Ridge Partial Program,Christian Health Care Center,301 Sicomac Avenue,Building 9,Wyckoff,NJ,07481,,Bergen,201+AC0-848+AC0-4435,Intake,201+AC0-848+AC0-5500,,,,,http://www.christianhealthcare.org/,,Bart,,Mongiello,,,,,,,,,,,,40.98412,+AC0-74.170669,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,1,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,1,,,1,,,1,,,1,,,,,,,1,,,,,
Mental Health Association of ,Essex County Inc/Prospect House,424 Main Street,,East Orange,NJ,07018,3212,Essex,973+AC0-674+AC0-8067,Intake,973+AC0-674+AC0-8067,,,,,,,Beverly,,Moore+AC0-Clark,,,,,,,,,,,,40.76371,+AC0-74.213876,MH,7/9/2015 16:3:53,1,,1,1,,,1,,1,,,,,1,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,1,,1,1,1,1,1,,1,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,1,,,,,
Bridgeway Rehabilitation Servs Inc,,1023 Commerce Avenue,,Union,NJ,07083,,Union,908+AC0-688+AC0-5400,Intake,908+AC0-688+AC0-5400,,,,,,,Buddy,,Garfinkle,,,,,,,,,,,,40.699816,+AC0-74.280723,MH,7/10/2015 9:58:21,1,,1,1,1,,1,,,,1,1,,1,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,,,,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,,,,,1,,,,,
Catholic Charities/Diocese of Trenton,IRP South Residential Services,46 Fern Lane,,Hammonton,NJ,08037,,Atlantic,609+AC0-561+AC0-7670,Intake,609+AC0-561+AC0-7670,,,,,,,Angela,,Palladino,,,,,,,,,,,,39.676279,+AC0-74.860002,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,1,,1,,,,,,,1,,,,,
New Future Dreams LLC,,127 7th Street,,Lakewood,NJ,08701,,Ocean,732+AC0-886+AC0-7128,Intake,732+AC0-886+AC0-7128,,,,,,,Amy ,,Swart,,,,,,,,,,,,40.097266,+AC0-74.211349,MH,3/5/2015 19:48:32,1,,1,1,,,,,,1,1,,,1,1,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,1,,,,,,1,,1,1,,,,,1,1,1,,,,,,,1,,,,,
Adult Family Health Services,,53 Orchard Street,,Clifton,NJ,07013,,Passaic,973+AC0-773+AC0-7600,Intakes,973+AC0-773+AC0-7600+AC0-241,973+AC0-773+AC0-7600+AC0-240,,,,http://WWW.AFHSNJ.com/,,Viktoriya,,Fine,,,,,,,,,,,,40.867511,+AC0-74.1586,MH,3/5/2015 19:48:32,1,,1,1,,1,1,1,,,,,,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,1,,,,,
Catholic Charities,Delaware House,60 Laurel Lane,,Hammonton,NJ,08037,,Atlantic,609+AC0-561+AC0-2149,Intakes,609+AC0-561+AC0-1249,856+AC0-694+AC0-4050,,,,,,Angela,,Palladino,,,,,,,,,,,,39.675319,+AC0-74.862483,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,,,,,1,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,1,,1,,,,,,,1,,,,,
Cooper Health System,,1 Cooper Plaza,,Camden,NJ,08103,,Camden,856+AC0-342+AC0-2000+AC0-2245,,,,,,,http://cooperhealth.org,Dr.,Mark,B,Famador,,,,,,3 Cooper Plaza,Suite 307,Camden,NJ,08103,,39.941517,+AC0-75.116804,MH,3/5/2015 19:48:32,1,1,1,1,,,,,1,1,1,,,,1,,,,,1,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,1,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,1,,,1,1,,,,,,,1,,,,,
Center for Vocational Rehab ,,15 Meridian Road,,Eatontown,NJ,07724,,Monmouth,732+AC0-544+AC0-1800,Intake,732+AC0-544+AC0-1800,,,,,http://www.cvrus.org/,Mr,Jen,L,Nangano,,,,,,,,,,,,40.277273,+AC0-74.051493,MH,7/10/2015 8:20:58,1,,1,1,,,,,,1,,,,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,,1,,,,,
Inspira Medical Center Woodbury,Childrens Partial Hospital Program,104 West Red Bank Avenue,,Deptford,NJ,08096,,Gloucester,856+AC0-251+AC0-9059,Intake,856+AC0-251+AC0-9059,,,,,,,Susan,,Speranza,,,,,,,,,,,,39.844755,+AC0-75.152179,MH,3/5/2015 19:48:32,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,1,1,,,,,,,1,,,,,
SERV Behavioral Health System Inc,SERV Centers of NJ Inc,777 Bloomfield Avenue,,Clifton,NJ,07012,,Passaic,973+AC0-594+AC0-0125,Intake,973+AC0-594+AC0-0125,,,,,,,Pauline,,Simms,,,,,,,,,,,,40.848292,+AC0-74.152539,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,,1,,,,1,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,1,,,1,,1,1,,,,,,,1,,,,,
Twin Oaks Community Services,Berlin Partial Care,128 Cross Keys Road,,Berlin,NJ,08009,,Camden,856+AC0-210+AC0-1500,Intake,856+AC0-210+AC0-1500+AC0-57291,,,,,,,Deborah,,Brown,,,,,,,,,,,,39.78142,+AC0-74.950612,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,,,,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,1,,,1,,1,1,,,,,,,1,,,,,
Christian Healthcare Counseling Center,Christian Healthcare Center,301 Sicomac Avenue,Building 2,Wyckoff,NJ,07481,,Bergen,201+AC0-848+AC0-5800,Intake,201+AC0-848+AC0-5800,,,,,,,Bart,,Mongiello,,,,,,,,,,,,40.98412,+AC0-74.170669,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,1,,,,1,,,1,,1,1,,,,,,,1,,,,,
Holy Name Hospital,Holy Name Pavilion,718 Teaneck Road,,Teaneck,NJ,07666,,Bergen,201+AC0-833+AC0-3000+AC0-3094,Intake,201+AC0-833+AC0-3000,,,,,,,Sharad,,Wagle,,,,,,,,,,,,40.883155,+AC0-74.010712,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,1,1,,1,1,1,1,1,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,,1,,1,1,,,,,,,1,,,,,
Preferred Behavioral Health of NJ,,725 Airport Road,,Lakewood,NJ,08701,5968,Ocean,732+AC0-367+AC0-8859,Intake,732+AC0-367+AC0-4700,,,,,,,William,J,Sette,,,,,,,,,,,,40.05991,+AC0-74.174891,MH,7/10/2015 8:49:53,1,1,1,1,,1,1,,,1,,1,,1,,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,,1,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,,1,,,1,,,1,1,,,1,,1,1,,,,,,,1,,,,,
Clara Maass Medical Center,Behavioral Health,1 Clara Maass Drive,,Belleville,NJ,07109,,Essex,973+AC0-450+AC0-2000,Intake,973+AC0-450+AC0-2000,,,,,http://www.barnabashealth.org/,,Medaline, ,Gale B. de Leon,,,,,,,,,,,,40.785555,+AC0-74.175975,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,1,1,,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,1,1,1,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,1,,,1,,1,1,,,1,,1,1,,,,,,,1,,,,,
Mental Health Clinic of Passaic,,111 Lexington Avenue,,Passaic,NJ,07055,,Passaic,973+AC0-471+AC0-8006+AC0-101,Intake,973+AC0-471+AC0-8006,,,,,,,Elizabeth,,Marton+AC0-Soltis,,,,,,,,,,,,40.865739,+AC0-74.127665,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,1,,,1,,1,1,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Comp Behavioral Healthcare Inc,,395 Main Street,,Hackensack,NJ,07601,,Bergen,201+AC0-646+AC0-0333,Intake,201+AC0-646+AC0-0195,,,,,http://CBHCARE.com,,Peter,,Scerbo,,,,,,,,,,,,40.890868,+AC0-74.039822,MH,7/10/2015 8:26:6,1,1,1,1,,,1,,,,1,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Mount  Carmel Guild Behav Healthcare,Partial Hospitalization/Hudson House,2201 Bergenline Avenue,,Union City,NJ,07087,3582,Hudson,201+AC0-558+AC0-3700,Intake,201+AC0-558+AC0-3700,,,,,http://www.ccannj.org/,,Margie,,Grimm,,,,,,,,,,,,40.766367,+AC0-74.033317,MH,3/5/2015 19:48:32,1,1,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,1,,1,1,,,1,,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,1,1,,1,,1,,,1,,1,,1,1,1,,1,,,,1,,1,,,1,,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Twin Oaks Community Services,,57 Haddonfield Road,Suite 125,Cherry Hill,NJ,08002,,Camden,856+AC0-254+AC0-3800,Intake,856+AC0-254+AC0-3800,,,,,twinoakscs.org/services/crisis+AC0-stabilization+AC0-services/eiss/,,Kate,,Wojcik,,,,,,,,,,,,39.947734,+AC0-75.021847,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,1,1,,,1,,,,1,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,,1,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,1,1,,1,1,,1,,1,,,,1,,,,,,,,,1,1,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Mental Health Clinic of Passaic,,1451 Van Houten Avenue,,Clifton,NJ,07013,,Passaic,973+AC0-473+AC0-2775,Intake,973+AC0-473+AC0-2775,,,,,,,Sybil,,Schreiber,,,,,,,,,,,,40.874764,+AC0-74.177904,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,1,,,1,1,1,1,1,,,1,,1,1,,,,,,,1,,,,,
Palisades Medical Center,Counseling Center,7101 Kennedy Boulevard,,North Bergen,NJ,07047,,Hudson,201+AC0-854+AC0-0500,Intake,201+AC0-854+AC0-0500,,,,,,Mr,Mark,,Somerville,,,,,,,,,,,,40.79897,+AC0-74.014838,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,1,,1,1,,,,,,,1,,,,,
Vantage Health System,,2 Park Avenue,,Dumont,NJ,07628,,Bergen,201+AC0-385+AC0-4400+AC0-3058,Intake,201+AC0-567+AC0-0059,,,,,,,Victoria,,Sidrow,,,,,,,,,,,,40.939211,+AC0-73.996242,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,1,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,1,,1,1,1,,1,,1,1,,,,,,,1,,,,,
Vantage Health System,,93 West Palisade Avenue,,Englewood,NJ,07631,2611,Bergen,201+AC0-567+AC0-0500,Intake,201+AC0-567+AC0-0059,,,,,,,Victoria,,Sidrow,,,,,,,,,,,,40.896341,+AC0-73.978342,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,1,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,1,1,,1,1,1,,1,,1,1,,,,,,,1,,,,,
Palisades Medical Center,,7600 River Road,,North Bergen,NJ,07047,,Hudson,201+AC0-854+AC0-0500,Intake,201+AC0-854+AC0-0500,,,,,,,Mark,,Somerville,,,,,,,,,,,,40.795761,+AC0-73.995752,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,1,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Childrens Specialized Hospital,,3575 Quakerbridge Road,,Trenton,NJ,08619,,Mercer,609+AC0-631+AC0-2810+AC0-2880,Intake,888+AC0-244+AC0-5373x5851,,,,,http://www.childrens+AC0-specialized.org/,,Tori,A,Bronaugh,,,,,,,,,,,,40.257242,+AC0-74.678664,MH,3/5/2015 19:48:32,,1,,,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,1,1,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,1,,,,,1,,,,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Rutgers/UBHC,Outpatient Services/Edison,100 Metroplex Drive,Suite 200,Edison,NJ,08817,,Middlesex,732+AC0-235+AC0-8400,Intake,800+AC0-969+AC0-5300,,,,,,,Steven,,Sohnle,,,,,,P.O. Box 1392,,Piscataway,NJ,08855,1392,40.523111,+AC0-74.413493,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,1,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,,1,,1,,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,1,,,,,,,1,1,,1,,,1,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Mount Carmel Guild Behav Healthcare,PACT,269 Oliver Street,,Newark,NJ,07105,,Essex,973+AC0-466+AC0-1300,Intake,973+AC0-466+AC0-1348,,,,,http://ccannj.org,,Elizabeth, ,McClendon,,,,,,,,,,,,40.722731,+AC0-74.161351,MH,7/10/2015 9:41:16,1,,1,1,1,,,,,,,,,1,,1,,,,1,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,1,,,,,1,1,1,,,,,,,1,,,,,
Bridgeway Rehabilitation Servs Inc,,Star Plaza West Church Street,Suite 11,Washington,NJ,07882,,Warren,908+AC0-835+AC0-8660,Intake,908+AC0-835+AC0-8660,,,,,,,Amy,,Rasley,,,,,,,,,,,,40.758665,+AC0-74.982205,MH,7/10/2015 9:59:8,1,,1,1,1,,,,1,1,1,1,,1,,,,,,1,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,1,1,1,,,,,,,1,,,,,
Bridgeway PACT,,18 Roosevelt Avenue,,Plainfield,NJ,07060,,Union,908+AC0-791+AC0-0505,Intake,908+AC0-791+AC0-0505,,,,,,,Amy,,Harpster,,,,,,,,,,,,40.622726,+AC0-74.422353,MH,3/5/2015 19:48:32,1,,1,1,1,,,,1,1,1,1,,1,1,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,1,,,,1,1,1,1,,,,,,,1,,,,,
New Point Behavioral Healthcare,Beacon Division/Fresh Start,200 Hollydell Drive,,Sewell,NJ,08080,,Gloucester,856+AC0-881+AC0-1306,Intake,856+AC0-881+AC0-1306,,,,,,,Jacqueline,R,Sanford,,,,,,,,,,,,39.747631,+AC0-75.110059,MH,7/10/2015 9:55:6,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,1,,,,1,,,,,,,,,1,,,1,,,,1,1,1,1,,,,,,,1,,,,,
Capitol Care Inc,,185 Route 183,,Stanhope,NJ,07874,,Sussex,973+AC0-426+AC0-1440 x233,Intakes,844+AC0-437+AC0-3482,973+AC0-426+AC0-1440,,,,www.capitol+AC0-care.org,,Tina,,Cooke,,,,,,185 Route 183,,Stanhope,NJ,07874,,40.914914,+AC0-74.714942,MH,3/5/2015 19:48:32,1,,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,1,1,1,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,1,,,,1,1,1,1,,,,,,,1,,,,,
Northbrook Behavioral Health Hospital,,425 Woodbury Turnersville Road,,Blackwood,NJ,08012,,Camden,856+AC0-374+AC0-6600,,,,,,,,,Masood,,Aslam,,,,,,,,,,,,39.78961,+AC0-75.073571,MH,3/5/2015 19:48:32,1,,1,1,,1,,,1,1,,,,1,,,1,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,1,,,,1,,1,,1,,,,,,,1,,,,1,,,1,1,1,,,,1,1,1,1,,,,,,,1,,,,,
